action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[8698, 9288, 9958]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, u'__', u'__', 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, u'__', 4, 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, 12, 4, 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 13, 9, 10, 12, 11], u'time': [651, 1734, 3118, 4704, 5701, 7468]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8697, 105, 172]",22.0,718672,12.0,,mouselab-mdp,,23
"[5744, 6405, 7356]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, -12, 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 6, 7], u'time': [1276, 2433, 3537]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5744, 174, 451]",17.0,766368,13.0,,mouselab-mdp,,23
"[10577, 11228, 11909]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', -12], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, -12], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, -12], [0, 12, 4, u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, -12], [0, 12, 4, -12, u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, -12], [0, 12, 4, -12, 12, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, -12]]",,[],[],[],"[u'0', 1, 2, 4]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 9, 13, 14, 16, 15, 1, 2, 3, 4], u'time': [785, 1681, 2508, 3567, 4715, 5560, 7069, 7820, 8791, 9427]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10577, 137, 144]",18.0,813672,14.0,,mouselab-mdp,,23
"[11099, 11735, 12420]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, -4, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, -4, 4, -12, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, -4, 4, -12, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, -4, 4, -12, 4, 12, u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, -4, 4, -12, 4, 12, -4, u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, -4, 4, -12, 4, 12, -4, 4, -12, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 6, 7, 8, 1, 13, 9, 10, 11, 12], u'time': [1872, 3063, 4088, 4854, 5660, 6396, 7098, 7856, 8687, 9365]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11099, 136, 194]",10.0,863904,15.0,,mouselab-mdp,,23
"[8241, 8797, 9482]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', 12, u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', 12, -4, u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', 12, -4, 12], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, 12, -4, 12]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 9, 14, 15, 16, 13], u'time': [1194, 2122, 3115, 4363, 5054, 6697]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8241, 74, 184]",22.0,911844,16.0,,mouselab-mdp,,23
"[13189, 14085, 15132]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', -4, u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', -4, u'__', 20, u'__', u'__', 4, u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 7, 9, 12], u'time': [4092, 7358, 9549, 11347]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13187, 382, 527]",16.0,139127,1.0,,mouselab-mdp,,24
"[24144, 25575, 26224]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', -12, u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', -12, -12, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, -12, -12, -12, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 20, -12, -12, -12, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', 4, u'__', 20, -12, -12, -12, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', 4, u'__', 20, -12, -12, -12, u'__', -4, u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', 4, u'__', 20, -12, -12, -12, 4, -4, u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', 4, u'__', 20, -12, -12, -12, 4, -4, u'__', u'__', -12, u'__', u'__', -12], [0, -4, u'__', 4, u'__', 20, -12, -12, -12, 4, -4, u'__', -4, -12, u'__', u'__', -12]]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 5, 7, 8, 6, 1, 3, 10, 9, 16, 12], u'time': [2296, 3742, 5287, 6658, 10722, 12492, 15179, 16936, 20602, 22161, 23229]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[24143, 910, 139]",-15.0,188508,2.0,,mouselab-mdp,,24
"[9046, 9903, 10520]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', 4], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, -4, u'__', 4]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 1, 13, 16, 14], u'time': [1270, 2610, 6017, 7261, 8090]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9046, 256, 103]",-1.0,236661,3.0,,mouselab-mdp,,24
"[12044, 12678, 13309]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', 20, u'__', 4, -4, u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, 12, 20, u'__', 4, -4, u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 6, 8, 1, 3, 2], u'time': [1561, 3363, 5662, 7281, 8811, 9963, 11218]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12044, 86, 117]",29.0,289284,4.0,,mouselab-mdp,,24
"[23773, 24428, 25157]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', 4, u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', 4, u'__', -4, -4, u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', 4, u'__', -4, -4, u'__', u'__', -4, 4, u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', 4, u'__', -4, -4, u'__', u'__', -4, 4, u'__', -12, -20, u'__', u'__', u'__'], [0, -12, u'__', 4, u'__', -4, -4, -12, u'__', -4, 4, u'__', -12, -20, u'__', u'__', u'__'], [0, -12, u'__', 4, u'__', -4, -4, -12, -4, -4, 4, u'__', -12, -20, u'__', u'__', u'__'], [0, -12, 12, 4, u'__', -4, -4, -12, -4, -4, 4, u'__', -12, -20, u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 5, 1, 3, 6, 10, 12, 7, 8, 2], u'time': [1114, 2968, 3958, 4814, 5801, 7969, 9159, 10012, 11206, 12592, 22926]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[23773, 135, 213]",-7.0,337173,5.0,,mouselab-mdp,,24
"[33289, 33819, 34465]","[u'3', u'3', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', 4, u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, -12, 4, u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, -12, 4, u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, 4, u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', -12], [0, 12, -12, 4, u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', -12], [0, 12, -12, 4, u'__', 4, u'__', 4, u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', -12], [0, 12, -12, 4, u'__', 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', -12], [0, 12, -12, 4, -12, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, u'__', u'__', u'__', 4, u'__', u'__', -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, u'__', u'__', u'__', 4, u'__', 12, -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, u'__', u'__', u'__', 4, 4, 12, -12]]",,[],[],[],"[u'0', 13, 14, 15]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 1, 3, 2, 13, 16, 5, 7, 6, 4, 8, 15, 14], u'time': [1895, 3441, 4665, 5569, 9048, 10833, 11643, 12733, 16349, 17633, 18541, 28588, 32370]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[33289, 8, 135]",7.0,397789,6.0,,mouselab-mdp,,24
"[7576, 8186, 8809]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', 4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, 12, u'__', 4, u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 12, 10], u'time': [2978, 5160, 6596]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7576, 6, 111]",17.0,456458,7.0,,mouselab-mdp,,24
"[5953, 6580, 7793]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', 4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, 4, u'__', 4, u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 12, 10], u'time': [1887, 3378, 4542]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5953, 22, 701]",17.0,530869,8.0,,mouselab-mdp,,24
"[10119, 10735, 11304]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, 4, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, 4, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, 4, u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, 4, u'__', 4, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, 4, 12, 4, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 6, 1, 13, 8, 7], u'time': [1194, 2173, 3690, 5729, 6838, 8045, 9153]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10119, 50, 52]",13.0,616109,9.0,,mouselab-mdp,,24
"[8203, 9690, 10393]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', 4, u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, 4, u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -4, 4, 20, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 7, 6, 8], u'time': [1365, 2375, 3781, 4885, 6002]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8203, 979, 194]",15.0,669103,10.0,,mouselab-mdp,,24
"[20021, 20661, 21365]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', -4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', 4, -4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, 4, 4, -4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, u'__', u'__', u'__', u'__'], [0, 4, u'__', 4, u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, u'__', u'__', u'__', u'__'], [0, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, u'__', u'__', u'__', u'__'], [0, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, 12, u'__', u'__', u'__'], [0, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, 12, u'__', u'__', 12], [0, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, 4, -4, 12, -4, u'__', 12]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 12, 11, 10, 5, 1, 3, 2, 13, 16, 14], u'time': [6738, 7765, 8627, 9549, 11452, 12517, 13749, 14427, 17755, 18599, 19276]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[20021, 128, 198]",9.0,756574,11.0,,mouselab-mdp,,24
"[25577, 26857, 27489]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', -20, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, 12, -20, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 7, 8, 6], u'time': [20988, 22020, 22986, 24127]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[25577, 678, 123]",24.0,804013,12.0,,mouselab-mdp,,24
